id,questionnaire_id,question_name,field_name,question_label,page_id,question_type_id,options,button_image_url,sequence,active,created,modified
261,7,Roof Condition Photo,roof_condition_image,Optionally take a photo of the roof,136,3,,btn_add_optional_photo.jpg,0,1,11/30/2015 0:00,4/7/2016 16:51
264,7,Siding Condition Photo,siding_condition_image,Optionally take a photo of the siding,137,3,,btn_add_optional_photo.jpg,0,1,11/30/2015 0:00,4/7/2016 16:51
267,7,Windows Condition Photo,windows_condition_image,Optionally take a photo of the windows,138,3,,btn_add_optional_photo.jpg,0,1,11/30/2015 0:00,4/7/2016 16:56
270,7,Foundation Condition Photo,foundation_condition_image,Optionally take a photo of the foundation,139,3,,btn_add_optional_photo.jpg,0,1,11/30/2015 0:00,4/7/2016 16:51
273,7,Landscape Condition Photo,landscape_condition_image,Optionally take a photo of the landscape,140,3,,btn_add_optional_photo.jpg,0,1,11/30/2015 0:00,4/7/2016 16:51
275,7,Other Condition Photo,other_condition_image,Optionally take a photo to explain,141,3,,btn_add_optional_photo.jpg,0,1,11/30/2015 0:00,4/7/2016 16:51
286,7,Interior Master Bedroom Photo,interior_master_bedroom_photo,Take a photo of the master bedroom,144,3,,btn_add_optional_photo.jpg,0,1,11/30/2015 0:00,4/7/2016 16:52
288,7,Interior Master Bathroom Photo,interior_master_bathroom_photo,Take a photo of the master bathroom,145,3,,btn_add_optional_photo.jpg,0,1,11/30/2015 0:00,4/7/2016 16:52
290,7,Interior Main Living Area Photo,interior_main_living_area_photo,Take a photo of the main living area,146,3,,btn_add_optional_photo.jpg,0,1,11/30/2015 0:00,4/7/2016 16:53
292,7,Interior Kitchen Photo,interior_kitchen_photo,Take a photo of the kitchen.,147,3,,btn_add_optional_photo.jpg,0,1,11/30/2015 0:00,4/7/2016 16:53
294,7,Interior Other Features Photo,interior_other_features_photo,Optionally take a photo of the additional features,148,3,,btn_add_optional_photo.jpg,0,1,11/30/2015 0:00,4/7/2016 16:53
296,7,Interior Overall Condition Photo,interior_overall_condition_photo,Optionally take a photo,149,3,,btn_add_optional_photo.jpg,0,1,11/30/2015 0:00,4/7/2016 16:54
301,7,Railroad Tracks Photo,railroad_tracks_image,Optionally take a photo,159,3,,btn_add_photo.jpg,0,1,11/30/2015 0:00,3/25/2016 12:08
303,7,Airport/Flightpath Photo,airport_flightpath_image,Optionally take a photo,160,3,,btn_add_photo.jpg,0,1,11/30/2015 0:00,3/25/2016 12:08
305,7,Other Properties for Sale Photo,other_properties_for_sale_image,Optionally take a photo,161,3,,btn_add_optional_photo.jpg,0,1,11/30/2015 0:00,4/7/2016 16:54
308,8,Property Secured Photo,property_secured_image,,164,3,,btn_add_optional_photo.jpg,0,0,5/11/2017 14:44,5/11/2017 14:44
311,8,Conforms to Neighborhood Photo,conforms_to_neighborhood_image,Optionally take a photo to explain,164,3,,btn_add_optional_photo.jpg,0,0,5/11/2017 14:44,5/11/2017 14:44
313,8,High Voltage Powerlines Photo,high_voltage_powerlines_image,Optionally take a photo,164,3,,btn_add_optional_photo.jpg,0,0,5/11/2017 14:44,5/11/2017 14:44
315,8,Boarded Up Homes Photo,boarded_up_homes_image,Optionally take a photo,164,3,,btn_add_photo.jpgbtn_add_optional_photo,0,0,5/11/2017 14:44,5/11/2017 14:44
317,8,Freeway or Highway Photo,freeway_or_highway_image,Optionally take a photo,164,3,,btn_add_optional_photo.jpg,0,0,5/11/2017 14:44,5/11/2017 14:44
319,8,Parks/Recreation Photo,parks_recreation_image,Optionally take a photo,164,3,,btn_add_optional_photo.jpg,0,0,5/11/2017 14:44,5/11/2017 14:44
321,8,Waste Management Facilities Photo,waste_management_facilities_photo,Optionally take a photo,164,3,,btn_add_optional_photo.jpg,0,0,5/11/2017 14:44,5/11/2017 14:44
323,8,Commercial Buildings Photo,commercial_buildings_image,Optionally take a photo,164,3,,btn_add_optional_photo.jpg,0,0,5/11/2017 14:44,5/11/2017 14:44
325,8,Front of the Property,front_of_property_image,,165,3,,btn_property_main.jpg,1,1,5/11/2017 14:44,4/20/2023 12:46
326,8,Street View from Street,street_view_from_street_image,,166,3,,btn_street_view.jpg,1,1,5/11/2017 14:44,5/11/2017 14:44
327,8,Street View from Front Door,street_view_from_front_door_image,,167,3,,btn_street_from_door.jpg,1,1,5/11/2017 14:44,5/11/2017 14:44
328,8,Property Address Verification,property_address_verification_image,,168,3,,btn_property_verification.jpg,1,1,5/11/2017 14:44,5/11/2017 14:44
332,8,Property Occupied Photo,property_occupied_image,,171,3,,btn_add_optional_photo.jpg,0,1,5/11/2017 14:44,5/11/2017 14:44
336,8,Garage Photo,garage_stalls_image,"If not clearly visible in the earlier property photos, please take a photo of the garage stalls.",173,3,,btn_add_optional_photo.jpg,0,1,5/11/2017 14:44,5/11/2017 14:44
339,8,Roof Condition Photo,roof_condition_image,Optionally take a photo of the roof,174,3,,btn_add_optional_photo.jpg,0,1,5/11/2017 14:44,5/11/2017 14:44
342,8,Siding Condition Photo,siding_condition_image,Optionally take a photo of the siding,175,3,,btn_add_optional_photo.jpg,3,1,5/11/2017 14:44,9/24/2019 8:12
345,8,Windows Condition Photo,windows_condition_image,Optionally take a photo of the windows,176,3,,btn_add_optional_photo.jpg,3,1,5/11/2017 14:44,9/24/2019 8:12
348,8,Foundation Condition Photo,foundation_condition_image,Optionally take a photo of the foundation,177,3,,btn_add_optional_photo.jpg,3,1,5/11/2017 14:44,9/24/2019 8:12
351,8,Landscape Condition Photo,landscape_condition_image,Optionally take a photo of the landscape,178,3,,btn_add_optional_photo.jpg,3,1,5/11/2017 14:44,9/24/2019 8:12
353,8,Other Condition Photo,other_condition_image,Optionally take a photo to explain,179,3,,btn_add_optional_photo.jpg,2,1,5/11/2017 14:44,9/24/2019 8:12
364,8,Interior Master Bedroom Photo,interior_master_bedroom_photo,Take a photo of the master bedroom,182,3,,btn_add_optional_photo.jpg,2,1,5/11/2017 14:44,9/24/2019 8:12
366,8,Interior Master Bathroom Photo,interior_master_bathroom_photo,Take a photo of the master bathroom,183,3,,btn_add_optional_photo.jpg,2,1,5/11/2017 14:44,9/24/2019 8:12
368,8,Interior Main Living Area Photo,interior_main_living_area_photo,Take a photo of the main living area,184,3,,btn_add_optional_photo.jpg,2,1,5/11/2017 14:44,9/24/2019 8:12
370,8,Interior Kitchen Photo,interior_kitchen_photo,Take a photo of the kitchen.,185,3,,btn_add_optional_photo.jpg,2,1,5/11/2017 14:44,9/24/2019 8:12
372,8,Interior Other Features Photo,interior_other_features_photo,Optionally take a photo of the additional features,186,3,,btn_add_optional_photo.jpg,2,1,5/11/2017 14:44,9/24/2019 8:12
374,8,Interior Overall Condition Photo,interior_overall_condition_photo,Optionally take a photo,187,3,,btn_add_optional_photo.jpg,2,1,5/11/2017 14:44,9/24/2019 8:12
379,8,Other Properties for Sale Photo,other_properties_for_sale_image,Optionally take a photo,191,3,,btn_add_optional_photo.jpg,3,1,5/11/2017 14:44,9/24/2019 8:21
381,8,Railroad Tracks Photo,railroad_tracks_image,Optionally take a photo,199,3,,btn_add_photo.jpg,0,1,5/11/2017 14:44,5/11/2017 14:44
383,8,Airport/Flightpath Photo,airport_flightpath_image,Optionally take a photo,200,3,,btn_add_photo.jpg,0,1,5/11/2017 14:44,5/11/2017 14:44
386,9,Property Secured Photo,property_secured_image,,202,3,,btn_add_optional_photo.jpg,0,0,6/22/2017 9:53,6/22/2017 9:53
389,9,Conforms to Neighborhood Photo,conforms_to_neighborhood_image,Optionally take a photo to explain,202,3,,btn_add_optional_photo.jpg,0,0,6/22/2017 9:53,6/22/2017 9:53
391,9,High Voltage Powerlines Photo,high_voltage_powerlines_image,Optionally take a photo,202,3,,btn_add_optional_photo.jpg,0,0,6/22/2017 9:53,6/22/2017 9:53
393,9,Boarded Up Homes Photo,boarded_up_homes_image,Optionally take a photo,202,3,,btn_add_photo.jpgbtn_add_optional_photo,0,0,6/22/2017 9:53,6/22/2017 9:53
395,9,Freeway or Highway Photo,freeway_or_highway_image,Optionally take a photo,202,3,,btn_add_optional_photo.jpg,0,0,6/22/2017 9:53,6/22/2017 9:53
397,9,Parks/Recreation Photo,parks_recreation_image,Optionally take a photo,202,3,,btn_add_optional_photo.jpg,0,0,6/22/2017 9:53,6/22/2017 9:53
399,9,Waste Management Facilities Photo,waste_management_facilities_photo,Optionally take a photo,202,3,,btn_add_optional_photo.jpg,0,0,6/22/2017 9:53,6/22/2017 9:53
401,9,Commercial Buildings Photo,commercial_buildings_image,Optionally take a photo,202,3,,btn_add_optional_photo.jpg,0,0,6/22/2017 9:53,6/22/2017 9:53
403,9,Front of the Property,front_of_property_image,,203,3,,btn_property_main.jpg,0,1,6/22/2017 9:53,6/22/2017 9:53
404,9,Street View from Street,street_view_from_street_image,,204,3,,btn_street_view.jpg,1,1,6/22/2017 9:53,6/22/2017 9:53
405,9,Street View from Front Door,street_view_from_front_door_image,,205,3,,btn_street_from_door.jpg,1,1,6/22/2017 9:53,6/22/2017 9:53
406,9,Property Address Verification,property_address_verification_image,,206,3,,btn_property_verification.jpg,1,1,6/22/2017 9:53,6/22/2017 9:53
410,9,Property Occupied Photo,property_occupied_image,,209,3,,btn_add_optional_photo.jpg,0,1,6/22/2017 9:53,6/22/2017 9:53
414,9,Garage Photo,garage_stalls_image,"If not clearly visible in the earlier property photos, please take a photo of the garage stalls.",211,3,,btn_add_optional_photo.jpg,0,1,6/22/2017 9:53,6/22/2017 9:53
417,9,Roof Condition Photo,roof_condition_image,Optionally take a photo of the roof,212,3,,btn_add_optional_photo.jpg,0,1,6/22/2017 9:53,6/22/2017 9:53
420,9,Siding Condition Photo,siding_condition_image,Optionally take a photo of the siding,213,3,,btn_add_optional_photo.jpg,0,1,6/22/2017 9:53,6/22/2017 9:53
423,9,Windows Condition Photo,windows_condition_image,Optionally take a photo of the windows,214,3,,btn_add_optional_photo.jpg,0,1,6/22/2017 9:53,6/22/2017 9:53
426,9,Foundation Condition Photo,foundation_condition_image,Optionally take a photo of the foundation,215,3,,btn_add_optional_photo.jpg,0,1,6/22/2017 9:53,6/22/2017 9:53
429,9,Landscape Condition Photo,landscape_condition_image,Optionally take a photo of the landscape,216,3,,btn_add_optional_photo.jpg,0,1,6/22/2017 9:53,6/22/2017 9:53
431,9,Other Condition Photo,other_condition_image,Optionally take a photo to explain,217,3,,btn_add_optional_photo.jpg,0,1,6/22/2017 9:53,6/22/2017 9:53
442,9,Interior Master Bedroom Photo,interior_master_bedroom_photo,Take a photo of the master bedroom,220,3,,btn_add_optional_photo.jpg,0,1,6/22/2017 9:53,6/22/2017 9:53
444,9,Interior Master Bathroom Photo,interior_master_bathroom_photo,Take a photo of the master bathroom,221,3,,btn_add_optional_photo.jpg,0,1,6/22/2017 9:53,6/22/2017 9:53
446,9,Interior Main Living Area Photo,interior_main_living_area_photo,Take a photo of the main living area,222,3,,btn_add_optional_photo.jpg,0,1,6/22/2017 9:53,6/22/2017 9:53
448,9,Interior Kitchen Photo,interior_kitchen_photo,Take a photo of the kitchen.,223,3,,btn_add_optional_photo.jpg,0,1,6/22/2017 9:53,6/22/2017 9:53
450,9,Interior Other Features Photo,interior_other_features_photo,Optionally take a photo of the additional features,224,3,,btn_add_optional_photo.jpg,0,1,6/22/2017 9:53,6/22/2017 9:53
452,9,Interior Overall Condition Photo,interior_overall_condition_photo,Optionally take a photo,225,3,,btn_add_optional_photo.jpg,0,1,6/22/2017 9:53,6/22/2017 9:53
457,9,Sample Question Photo,other_properties_for_sale_image,Optionally take a photo,229,3,,btn_add_optional_photo.jpg,2,1,6/22/2017 9:53,6/22/2017 9:58
459,9,Railroad Tracks Photo,railroad_tracks_image,Optionally take a photo,237,3,,btn_add_photo.jpg,0,1,6/22/2017 9:53,6/22/2017 9:53
461,9,Airport/Flightpath Photo,airport_flightpath_image,Optionally take a photo,238,3,,btn_add_photo.jpg,0,1,6/22/2017 9:53,6/22/2017 9:53
464,10,Property Secured Photo,property_secured_image,,240,3,,btn_add_optional_photo.jpg,0,0,7/7/2017 17:35,7/7/2017 17:35
467,10,Conforms to Neighborhood Photo,conforms_to_neighborhood_image,Optionally take a photo to explain,240,3,,btn_add_optional_photo.jpg,0,0,7/7/2017 17:35,7/7/2017 17:35
469,10,High Voltage Powerlines Photo,high_voltage_powerlines_image,Optionally take a photo,240,3,,btn_add_optional_photo.jpg,0,0,7/7/2017 17:35,7/7/2017 17:35
471,10,Boarded Up Homes Photo,boarded_up_homes_image,Optionally take a photo,240,3,,btn_add_photo.jpgbtn_add_optional_photo,0,0,7/7/2017 17:35,7/7/2017 17:35
473,10,Freeway or Highway Photo,freeway_or_highway_image,Optionally take a photo,240,3,,btn_add_optional_photo.jpg,0,0,7/7/2017 17:35,7/7/2017 17:35
475,10,Parks/Recreation Photo,parks_recreation_image,Optionally take a photo,240,3,,btn_add_optional_photo.jpg,0,0,7/7/2017 17:35,7/7/2017 17:35
477,10,Waste Management Facilities Photo,waste_management_facilities_photo,Optionally take a photo,240,3,,btn_add_optional_photo.jpg,0,0,7/7/2017 17:35,7/7/2017 17:35
479,10,Commercial Buildings Photo,commercial_buildings_image,Optionally take a photo,240,3,,btn_add_optional_photo.jpg,0,0,7/7/2017 17:35,7/7/2017 17:35
481,10,Front of the Property,front_of_property_image,,241,3,,btn_property_main.jpg,1,1,7/7/2017 17:35,10/24/2019 16:07
482,10,Street View from Street,street_view_from_street_image,,242,3,,btn_street_view.jpg,1,1,7/7/2017 17:35,10/24/2019 16:07
483,10,Street View from Front Door,street_view_from_front_door_image,,243,3,,btn_street_from_door.jpg,1,1,7/7/2017 17:35,10/24/2019 16:07
484,10,Property Address Verification,property_address_verification_image,,244,3,,btn_property_verification.jpg,1,1,7/7/2017 17:35,10/24/2019 16:07
488,10,Property Occupied Photo,property_occupied_image,Optionally take a photo:,247,3,,btn_add_optional_photo.jpg,3,0,7/7/2017 17:35,11/12/2019 16:08
492,10,Garage Photo,garage_stalls_image,,249,7,,btn_add_optional_photo.jpg,2,1,7/7/2017 17:35,11/12/2019 18:41
